date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:03	94/94	---MCZ	200	added ('OK')	text/plain	etag:W/%2266aaf50c-58%22	https://cse.lk/robots.txt		(from )
11:45:04	10615/10615	---MCZ	200	added ('OK')	text/html	etag:W/%2266aaf50d-2977%22	https://cse.lk/	/tmp/cse.lk/202408031145/cse.lk/index.html	(from )
11:45:05	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:04%20GMT	http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202408031145/cse.lk/assets/images/favicon-cse.0.delayed	(from https://cse.lk/)
11:45:05	0/-1	---M--	301	error ('')			http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202408031145/cse.lk/assets/images/favicon-cse.1.delayed	(from https://cse.lk/)
11:45:05	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:05%20GMT	http://cse.lk/manifest.webmanifest	/tmp/cse.lk/202408031145/cse.lk/manifest.webmanifest	(from https://cse.lk/)
11:45:06	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:06%20GMT	http://cse.lk/assets/dflip/css/dflip.css	/tmp/cse.lk/202408031145/cse.lk/assets/dflip/css/dflip.css	(from https://cse.lk/)
11:45:07	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:07%20GMT	http://cse.lk/assets/dflip/css/themify-icons.css	/tmp/cse.lk/202408031145/cse.lk/assets/dflip/css/themify-icons.css	(from https://cse.lk/)
11:45:08	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:08%20GMT	http://cse.lk/styles.16ebe4b59d96a5966faa.css	/tmp/cse.lk/202408031145/cse.lk/styles.16ebe4b59d96a5966faa.css	(from https://cse.lk/)
11:45:09	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:09%20GMT	http://cse.lk/assets/dflip/js/dflip.min.js	/tmp/cse.lk/202408031145/cse.lk/assets/dflip/js/dflip.min.js	(from https://cse.lk/)
11:45:10	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:10%20GMT	http://cse.lk/pages/ebook/ebook.component.html?topic=	/tmp/cse.lk/202408031145/cse.lk/pages/ebook/ebook.component5a9e.html	(from https://cse.lk/)
11:45:11	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:11%20GMT	http://cse.lk/runtime.c993632c0e5f98dac378.js	/tmp/cse.lk/202408031145/cse.lk/runtime.c993632c0e5f98dac378.js	(from https://cse.lk/)
11:45:12	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:12%20GMT	http://cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	/tmp/cse.lk/202408031145/cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	(from https://cse.lk/)
11:45:13	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:13%20GMT	http://cse.lk/polyfills.4e3216da8ea0b642b681.js	/tmp/cse.lk/202408031145/cse.lk/polyfills.4e3216da8ea0b642b681.js	(from https://cse.lk/)
11:45:14	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:14%20GMT	http://cse.lk/scripts.78b7621923ff88e7244f.js	/tmp/cse.lk/202408031145/cse.lk/scripts.78b7621923ff88e7244f.js	(from https://cse.lk/)
11:45:15	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:15%20GMT	http://cse.lk/vendor.4e9e7aa9296e8a70f03e.js	/tmp/cse.lk/202408031145/cse.lk/vendor.4e9e7aa9296e8a70f03e.js	(from https://cse.lk/)
11:45:16	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2011:45:16%20GMT	http://cse.lk/main.b5203b0be59c718664df.js	/tmp/cse.lk/202408031145/cse.lk/main.b5203b0be59c718664df.js	(from https://cse.lk/)
