date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:13	94/94	---MCZ	200	added ('OK')	text/plain	etag:W/%2266d84a86-58%22	https://cse.lk/robots.txt		(from )
16:45:14	10615/10615	---MCZ	200	added ('OK')	text/html	etag:W/%2266d84a87-2977%22	https://cse.lk/	/tmp/cse.lk/202409051645/cse.lk/index.html	(from )
16:45:15	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:14%20GMT	http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202409051645/cse.lk/assets/images/favicon-cse.0.delayed	(from https://cse.lk/)
16:45:15	0/-1	---M--	301	error ('')			http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202409051645/cse.lk/assets/images/favicon-cse.1.delayed	(from https://cse.lk/)
16:45:15	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:15%20GMT	http://cse.lk/manifest.webmanifest	/tmp/cse.lk/202409051645/cse.lk/manifest.webmanifest	(from https://cse.lk/)
16:45:16	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:16%20GMT	http://cse.lk/assets/dflip/css/dflip.css	/tmp/cse.lk/202409051645/cse.lk/assets/dflip/css/dflip.css	(from https://cse.lk/)
16:45:17	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:17%20GMT	http://cse.lk/assets/dflip/css/themify-icons.css	/tmp/cse.lk/202409051645/cse.lk/assets/dflip/css/themify-icons.css	(from https://cse.lk/)
16:45:18	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:18%20GMT	http://cse.lk/styles.16ebe4b59d96a5966faa.css	/tmp/cse.lk/202409051645/cse.lk/styles.16ebe4b59d96a5966faa.css	(from https://cse.lk/)
16:45:19	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:19%20GMT	http://cse.lk/assets/dflip/js/dflip.min.js	/tmp/cse.lk/202409051645/cse.lk/assets/dflip/js/dflip.min.js	(from https://cse.lk/)
16:45:20	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:20%20GMT	http://cse.lk/pages/ebook/ebook.component.html?topic=	/tmp/cse.lk/202409051645/cse.lk/pages/ebook/ebook.component5a9e.html	(from https://cse.lk/)
16:45:21	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:21%20GMT	http://cse.lk/runtime.c993632c0e5f98dac378.js	/tmp/cse.lk/202409051645/cse.lk/runtime.c993632c0e5f98dac378.js	(from https://cse.lk/)
16:45:22	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:22%20GMT	http://cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	/tmp/cse.lk/202409051645/cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	(from https://cse.lk/)
16:45:23	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:23%20GMT	http://cse.lk/polyfills.4e3216da8ea0b642b681.js	/tmp/cse.lk/202409051645/cse.lk/polyfills.4e3216da8ea0b642b681.js	(from https://cse.lk/)
16:45:24	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:24%20GMT	http://cse.lk/scripts.78b7621923ff88e7244f.js	/tmp/cse.lk/202409051645/cse.lk/scripts.78b7621923ff88e7244f.js	(from https://cse.lk/)
16:45:25	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:25%20GMT	http://cse.lk/vendor.4e9e7aa9296e8a70f03e.js	/tmp/cse.lk/202409051645/cse.lk/vendor.4e9e7aa9296e8a70f03e.js	(from https://cse.lk/)
16:45:26	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2005%20Sep%202024%2016:45:26%20GMT	http://cse.lk/main.0e7c45ae76ff95887266.js	/tmp/cse.lk/202409051645/cse.lk/main.0e7c45ae76ff95887266.js	(from https://cse.lk/)
