date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:03:17	94/94	---MCZ	200	added ('OK')	text/plain	etag:W/%2266a8635c-58%22	https://cse.lk/robots.txt		(from )
05:03:17	10615/10615	---MCZ	200	added ('OK')	text/html	etag:W/%2266a8635d-2977%22	https://cse.lk/	/tmp/cse.lk/202407310503/cse.lk/index.html	(from )
05:03:18	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:17%20GMT	http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202407310503/cse.lk/assets/images/favicon-cse.0.delayed	(from https://cse.lk/)
05:03:18	0/-1	---M--	301	error ('')			http://cse.lk/assets/images/favicon-cse.ico	/tmp/cse.lk/202407310503/cse.lk/assets/images/favicon-cse.1.delayed	(from https://cse.lk/)
05:03:18	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:18%20GMT	http://cse.lk/manifest.webmanifest	/tmp/cse.lk/202407310503/cse.lk/manifest.webmanifest	(from https://cse.lk/)
05:03:19	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:19%20GMT	http://cse.lk/assets/dflip/css/dflip.css	/tmp/cse.lk/202407310503/cse.lk/assets/dflip/css/dflip.css	(from https://cse.lk/)
05:03:20	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:20%20GMT	http://cse.lk/assets/dflip/css/themify-icons.css	/tmp/cse.lk/202407310503/cse.lk/assets/dflip/css/themify-icons.css	(from https://cse.lk/)
05:03:21	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:21%20GMT	http://cse.lk/styles.16ebe4b59d96a5966faa.css	/tmp/cse.lk/202407310503/cse.lk/styles.16ebe4b59d96a5966faa.css	(from https://cse.lk/)
05:03:22	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:22%20GMT	http://cse.lk/assets/dflip/js/dflip.min.js	/tmp/cse.lk/202407310503/cse.lk/assets/dflip/js/dflip.min.js	(from https://cse.lk/)
05:03:23	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:23%20GMT	http://cse.lk/pages/ebook/ebook.component.html?topic=	/tmp/cse.lk/202407310503/cse.lk/pages/ebook/ebook.component5a9e.html	(from https://cse.lk/)
05:03:24	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:24%20GMT	http://cse.lk/runtime.c993632c0e5f98dac378.js	/tmp/cse.lk/202407310503/cse.lk/runtime.c993632c0e5f98dac378.js	(from https://cse.lk/)
05:03:25	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:25%20GMT	http://cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	/tmp/cse.lk/202407310503/cse.lk/polyfills-es5.26c7e2ce3c8db04267f9.js	(from https://cse.lk/)
05:03:26	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:26%20GMT	http://cse.lk/polyfills.4e3216da8ea0b642b681.js	/tmp/cse.lk/202407310503/cse.lk/polyfills.4e3216da8ea0b642b681.js	(from https://cse.lk/)
05:03:27	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:27%20GMT	http://cse.lk/scripts.78b7621923ff88e7244f.js	/tmp/cse.lk/202407310503/cse.lk/scripts.78b7621923ff88e7244f.js	(from https://cse.lk/)
05:03:28	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:28%20GMT	http://cse.lk/vendor.4e9e7aa9296e8a70f03e.js	/tmp/cse.lk/202407310503/cse.lk/vendor.4e9e7aa9296e8a70f03e.js	(from https://cse.lk/)
05:03:29	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2031%20Jul%202024%2005:03:29%20GMT	http://cse.lk/main.45a2aaf3b98ea8b4115f.js	/tmp/cse.lk/202407310503/cse.lk/main.45a2aaf3b98ea8b4115f.js	(from https://cse.lk/)
